rank,candidate_id,final_score,reasoning,semantic_score,structured_score,behavioral_score,quality_score,semantic_contribution,structured_contribution,behavioral_contribution,quality_contribution,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,consulting_ratio,is_honeypot,is_consulting_only,is_cv_only,top_positive_features,top_negative_features,anonymized_name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,skills,education,career_history,certifications,languages,profile_completeness_score,signup_date,last_active_date,open_to_work,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,connection_count,endorsements_received,notice_period_days,expected_salary,preferred_work_mode,willing_to_relocate,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected
77,CAND_0094056,0.495681,"Brings 6 years of ML experience with Milvus, PEFT, Pinecone, directly relevant to JD requirements for hybrid retrieval, vector DB operations, production deployment. Proven experience deploying ML systems to production at scale, matching the JD's 'ship a working ranker in a week' culture. However, availability is a key concern: candidate is not marked open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on semantic alignment with the JD (0.55 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5455,0.5857,0.6302,1.0,0.081825,0.29285,0.09453,0.1,0.1719,1.0,0.703,0.0,0.846,0.7462,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.5, 'evaluation': 0.0, 'production': 1.0}",0.4676,0.2824,0.6005,0.0,False,False,False,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.17); Evaluation Frameworks (0.00); Certifications (0.00),Diya Pillai,"NLP Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Chennai, Tamil Nadu",India,5.9,NLP Engineer,Rephrase.ai,11-50,AI/ML,"MLflow, Pinecone, Milvus, Forecasting, Data Science, Hugging Face Transformers, GANs, PEFT, BM25, LlamaIndex, SQL, Learning to Rank, Fine-tuning LLMs, Machine Learning, Sentence Transformers, Node.js, Feature Engineering, Embeddings",M.Tech in Information Technology from RV College of Engineering (2012-2015),"NLP Engineer at Rephrase.ai (36 mos, current=True); Recommendation Systems Engineer at Adobe (34 mos, current=False)",," (professional),  (native)",59.8,2025-07-18,2026-04-16,False,268,0,0.82,55.8,626,21,120,41.0-44.0 LPA,flexible,True,64.8,788,4,0.89,-1.0,True,False,True
78,CAND_0009691,0.493097,"Possesses 6 YOE with hands-on FAISS, LangChain, LoRA experience applicable to the JD's hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations needs. Has a track record of deploying robust ML systems to production, consistent with the role's emphasis on shipping over theorizing. Signals worth noting include active GitHub history, open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.51 vs. 0.85 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5822,0.5081,0.7823,0.85,0.08733,0.25405,0.117345,0.085,0.2047,0.2688,0.612,0.411,0.78,0.8286,0.8625,0.75,0.0,1.0,0.0,0.75,1.0,0.2,81.8,1.03,1.0,1.0,"{'retrieval': 0.0, 'ranking': 0.5, 'evaluation': 0.25, 'production': 0.5}",0.4814,0.3323,0.6411,0.0,False,False,False,Experience Fit (1.00); Education (0.86); Profile Quality (0.85),Retrieval/Search (0.27); Skill Match (0.20),Ira Subramanian,"Applied ML Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Indore, Madhya Pradesh",India,6.2,Applied ML Engineer,LinkedIn,10001+,Internet,"BentoML, Prompt Engineering, Recommendation Systems, GANs, Fine-tuning LLMs, Terraform, LoRA, Pinecone, LangChain, MLflow, Sentence Transformers, QLoRA, Kubeflow, ASR, Reinforcement Learning, Spring Boot, Qdrant, FAISS, scikit-learn",M.Sc in Information Technology from Delhi College of Engineering (2015-2019),"Applied ML Engineer at LinkedIn (28 mos, current=True); AI Engineer at Amazon (15 mos, current=False); NLP Engineer at Genpact AI (30 mos, current=False)","Deep Learning Specialization, NLP Specialization"," (professional),  (professional)",94.1,2025-03-15,2026-05-16,True,300,7,0.64,72.1,899,129,120,40.2-63.6 LPA,remote,True,67.8,425,7,0.57,-1.0,True,True,True
79,CAND_0073620,0.492759,"Strong embeddings and FAISS, LoRA background over 4 years, relevant to the role's hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations scope. Proven experience deploying ML systems to production at scale, matching the JD's 'ship a working ranker in a week' culture. The candidate shows open to work. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.52 vs. 0.79 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.563,0.5187,0.7366,0.79,0.08445,0.25935,0.11049,0.079,0.1294,0.712,0.93,0.0,0.565,0.8304,0.8625,0.0,0.0,0.94,0.6,0.65,0.8,0.2,67.5,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.413,0.2594,0.612,0.5,False,False,False,Experience Fit (0.94); Ranking/Recommendation (0.93); Education (0.86),Skill Match (0.13); Evaluation Frameworks (0.00); Certifications (0.00),Ira Goyal,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Noida, Uttar Pradesh",India,4.4,AI Research Engineer,TCS,10001+,IT Services,"TTS, ASR, LoRA, Semantic Search, Python, MLOps, Haystack, Embeddings, Data Science, Accounting, Sales, Statistical Modeling, GANs, JavaScript, MLflow, FAISS, Diffusion Models",M.Sc in Computer Engineering from VJTI Mumbai (2006-2011),"AI Research Engineer at TCS (15 mos, current=True); Data Scientist at Wysa (37 mos, current=False)",," (native),  (native)",83.6,2025-02-24,2026-04-27,True,43,14,0.63,12.0,764,70,90,36.1-28.8 LPA,onsite,True,17.3,704,11,0.69,0.26,True,True,False
80,CAND_0037566,0.492682,"Carries Elasticsearch, LangChain, LoRA expertise from 7 years of hands-on work, mapping cleanly onto hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations. Familiar with production ML pipelines, though depth of deployment experience is moderate relative to the JD's production-first expectations. On the hiring-readiness side: active GitHub history, open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.45 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5497,0.4473,0.8059,1.0,0.082455,0.22365,0.120885,0.1,0.2394,0.85,0.0616,0.271,0.399,0.9389,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,82.4,1.03,1.0,1.0,"{'retrieval': 0.5, 'ranking': 0.0, 'evaluation': 0.25, 'production': 0.0}",0.5167,0.4001,0.5943,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Production Experience (0.40); Evaluation Frameworks (0.27); Skill Match (0.24),Ritu Nair,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Bangalore, Karnataka",India,6.9,Machine Learning Engineer,LinkedIn,10001+,Internet,"Pinecone, Time Series, LlamaIndex, NLP, LoRA, QLoRA, BM25, Feature Engineering, Forecasting, MLflow, Spring Boot, TensorFlow, LLMs, YOLO, LangChain, Elasticsearch, Reinforcement Learning",B.Tech in Information Technology from Jadavpur University (2011-2014),"Machine Learning Engineer at LinkedIn (51 mos, current=True); Machine Learning Engineer at Paytm (31 mos, current=False)",," (native),  (conversational)",90.6,2024-09-30,2026-04-20,True,110,2,0.5,70.4,778,145,15,32.0-42.2 LPA,hybrid,True,73.4,708,23,0.84,0.67,True,True,True
81,CAND_0022023,0.491534,"Brings 5 YOE with specialized proficiency in Elasticsearch, aligning with hybrid retrieval, vector DB operations, production deployment needs. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Signals worth noting include open to work, a 60-day notice period. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.46 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5642,0.4567,0.7264,1.0,0.08463,0.22835,0.10896,0.1,0.0187,0.712,0.362,0.0,0.916,0.8072,0.7625,0.0,0.0,0.96,0.4,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4443,0.2676,0.5854,0.0,False,False,False,Profile Quality (1.00); Profile Consistency (1.00); Experience Fit (0.96),Ranking/Recommendation (0.36); Skill Match (0.02); Evaluation Frameworks (0.00),Ritu Kapoor,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Pune, Maharashtra",India,4.6,AI Research Engineer,Saarthi.ai,11-50,Voice AI,"Diffusion Models, Machine Learning, Semantic Search, Photoshop, LlamaIndex, Elasticsearch, Time Series, Computer Vision, GANs, TTS",B.E. in Computer Science from RV College of Engineering (2014-2017),"AI Research Engineer at Saarthi.ai (20 mos, current=True); AI Research Engineer at Swiggy (18 mos, current=False); Data Scientist at Genpact AI (16 mos, current=False)",," (professional),  (conversational)",63.5,2024-11-10,2026-05-19,True,154,6,0.47,54.9,873,124,60,27.2-52.1 LPA,remote,False,-1.0,519,28,0.84,0.56,True,False,True
82,CAND_0008295,0.491529,"A 6-year track record built around python, with practical QLoRA, PEFT, Weaviate exposure that speaks directly to hybrid retrieval, vector DB operations, production deployment. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Signals worth noting include strong recruiter engagement, open to work, a 45-day notice period. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.39 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.556,0.3889,0.8775,1.0,0.0834,0.19445,0.131625,0.1,0.1165,0.712,0.1064,0.0,0.565,0.8,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 0.25}",0.4557,0.2938,0.6293,0.5,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.12); Ranking/Recommendation (0.11); Evaluation Frameworks (0.00),Om Mehta,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 6.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Pune, Maharashtra",India,6.5,AI Research Engineer,Razorpay,1001-5000,Fintech,"BM25, Kubernetes, Python, PEFT, Computer Vision, MLflow, Weaviate, TTS, Diffusion Models, Prompt Engineering, BentoML, QLoRA, Forecasting",M.Tech in Computer Engineering from Symbiosis International (2002-2006); M.Tech in Mathematics from Chandigarh University (2011-2015),"AI Research Engineer at Razorpay (50 mos, current=True); Senior Software Engineer (ML) at TCS (27 mos, current=False)",," (native),  (professional)",87.0,2026-04-11,2026-05-26,True,27,16,0.89,3.6,621,16,45,16.2-47.5 LPA,remote,True,50.7,248,31,0.9,0.55,True,False,True
83,CAND_0099269,0.490943,"6 years deep in llms, with Elasticsearch, LoRA on the resume — a near match for the JD's hybrid retrieval, vector DB operations, production deployment ask. Track record includes live, production-facing ML work — a direct match for the JD's bias toward shipping over theorizing. Features open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.51 vs. 0.80 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5532,0.5076,0.6262,0.8,0.08298,0.2538,0.09393,0.08,0.1633,0.1848,0.951,0.0,1.0,0.803,0.8,0.5,0.0,1.0,0.0,0.75,1.0,0.2,73.1,1.01,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.4628,0.3338,0.5805,0.0,False,False,False,Production Experience (1.00); Experience Fit (1.00); Ranking/Recommendation (0.95),Retrieval/Search (0.18); Skill Match (0.16); Evaluation Frameworks (0.00),Ishaan Singh,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Noida, Uttar Pradesh",India,5.5,Data Scientist,BYJU'S,10001+,EdTech,"MLflow, Scrum, Elasticsearch, Speech Recognition, Python, ASR, NLP, Qdrant, LoRA, LLMs, GCP, GANs",B.E. in Artificial Intelligence from NIT Trichy (2017-2022),"Data Scientist at BYJU'S (25 mos, current=True); Junior ML Engineer at Aganitha (40 mos, current=False)",NLP Specialization," (native),  (native)",45.8,2024-03-25,2026-05-23,True,13,12,0.33,90.2,430,71,120,29.5-43.0 LPA,remote,True,29.2,82,4,0.52,0.83,True,False,True
84,CAND_0083852,0.490597,"Demonstrated expertise with QLoRA, Pinecone (6 YOE) in production environments, relevant to hybrid retrieval, vector DB operations, production deployment. Experienced in taking models from research to production with scalability focus, fitting the founding-team velocity expectations. The candidate shows strong recruiter engagement, active GitHub history, open to work. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.42 vs. 0.87 on behavioral/hiring-readiness signal) — the technical depth is there, but the exact JD keywords are missing.",0.5642,0.4165,0.868,0.85,0.08463,0.20825,0.1302,0.085,0.0609,0.2436,0.93,0.0,0.663,0.6854,0.9625,0.0,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.03,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.3955,0.2619,0.5568,0.0,False,False,False,Experience Fit (1.00); Education (0.96); Ranking/Recommendation (0.93),Retrieval/Search (0.24); Skill Match (0.06); Evaluation Frameworks (0.00),Reyansh Banerjee,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Ahmedabad, Gujarat",India,6.0,Data Scientist,Mad Street Den,201-500,AI/ML,"Qdrant, Kubeflow, QLoRA, Feature Engineering, Sales, TTS, Pinecone, PyTorch, pgvector, Information Retrieval, Illustrator, Computer Vision, Next.js, MLflow, Sentence Transformers, Data Science, BentoML, Prompt Engineering, Snowflake",Ph.D in Data Science from SRM Chennai (2002-2007); Ph.D in Computer Engineering from RV College of Engineering (2008-2013),"Data Scientist at Mad Street Den (32 mos, current=True); Computer Vision Engineer at Dream11 (39 mos, current=False)",," (professional),  (conversational)",91.5,2024-11-15,2026-05-27,True,219,10,0.85,7.4,363,126,90,30.2-53.7 LPA,onsite,True,70.8,539,24,0.74,0.57,True,True,False
85,CAND_0015760,0.489702,"Brings 4 years of ML experience with LangChain, directly relevant to JD requirements for hybrid retrieval, vector DB operations, production deployment. Comfortable owning a model end-to-end through deployment, rather than stopping at the research stage the JD explicitly wants to avoid. The candidate shows open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.51 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5775,0.5063,0.6973,1.0,0.086625,0.25315,0.104595,0.1,0.1035,0.768,0.418,0.0,1.0,0.8304,0.725,0.0,0.0,0.94,0.6,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.3408,0.1696,0.5979,0.0,False,False,False,Production Experience (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.10); Evaluation Frameworks (0.00); Certifications (0.00),Advik Ghosh,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Delhi, Delhi",India,4.4,AI Research Engineer,InMobi,1001-5000,AdTech,"Recommendation Systems, TypeScript, Sentence Transformers, ASR, Python, OpenCV, CNN, LangChain, Semantic Search, MLOps, Kubeflow, Fine-tuning LLMs, Kafka, BM25, BentoML, Next.js, JavaScript, Qdrant, Data Science",B.E. in Data Science from Bharati Vidyapeeth (2014-2019),"AI Research Engineer at InMobi (28 mos, current=True); Computer Vision Engineer at Nykaa (24 mos, current=False)",," (professional),  (professional)",66.4,2025-12-28,2026-04-07,True,167,15,0.64,39.0,407,78,120,20.2-54.0 LPA,remote,False,-1.0,250,19,0.71,0.86,True,True,True
86,CAND_0044855,0.488336,"A 7-year track record built around embeddings, with practical QLoRA, Pinecone exposure that speaks directly to hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations. Demonstrated capability in production ML workflows, partially meeting the role's hands-on deployment requirements. However, availability is a key concern: candidate is not marked open to work. Note: Ranks behind the strongest candidates primarily on semantic alignment with the JD (0.55 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5524,0.6428,0.6531,1.0,0.08286,0.3214,0.097965,0.1,0.1769,1.0,0.89,0.682,0.556,0.8422,0.7625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 1.0, 'ranking': 0.75, 'evaluation': 0.5, 'production': 0.5}",0.4791,0.3772,0.5239,0.0,False,False,False,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.18); Certifications (0.00),Kavya Joshi,"Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 6.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Coimbatore, Tamil Nadu",India,6.6,Senior Data Scientist,Flipkart,10001+,E-commerce,"Object Detection, Learning to Rank, Hugging Face Transformers, OpenSearch, BentoML, Information Retrieval, Pinecone, Machine Learning, Vector Search, NLP, Forecasting, QLoRA, Data Science, Statistical Modeling, Image Classification, Qdrant, Embeddings",B.E. in Machine Learning from RV College of Engineering (2004-2007),"Senior Data Scientist at Flipkart (31 mos, current=True); Recommendation Systems Engineer at LinkedIn (22 mos, current=False); Machine Learning Engineer at Verloop.io (25 mos, current=False)",," (professional),  (professional)",93.5,2025-12-16,2026-04-24,False,219,3,0.57,3.6,230,67,60,41.5-48.7 LPA,hybrid,True,46.7,821,43,0.9,-1.0,True,True,False
87,CAND_0037980,0.488242,"Strong nlp and LoRA, QLoRA background over 9 years, relevant to the role's hybrid retrieval, evaluation frameworks (NDCG/MRR), production deployment scope. Proven experience deploying ML systems to production at scale, matching the JD's 'ship a working ranker in a week' culture. The candidate shows open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.48 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5748,0.4826,0.6796,1.0,0.08622,0.2413,0.10194,0.1,0.1143,0.2716,0.418,0.682,0.804,0.7638,0.8,0.75,0.0,1.0,0.0,1.0,1.0,0.0,74.0,1.01,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.5, 'production': 1.0}",0.4868,0.4013,0.3722,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Retrieval/Search (0.27); Skill Match (0.11),Reyansh Chowdary,Senior Engineer | Information Retrieval at scale,"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.","Kolkata, West Bengal",India,9.0,Senior Applied Scientist,Niramai,51-200,HealthTech AI,"LoRA, Search Infrastructure, PyTorch, NLP, Indexing Algorithms, BM25, TTS, Text Encoders, Document Processing, OpenCV, QLoRA, pgvector, Haystack, Model Adaptation, Weights & Biases, BentoML, scikit-learn, Prompt Engineering, Feature Engineering, Information Retrieval Systems, Recommendation Systems",B.E. in Machine Learning from BITS Pilani (2012-2017),"Senior Applied Scientist at Niramai (38 mos, current=True); Senior ML Engineer — Search & Ranking at Verloop.io (38 mos, current=False); Senior ML Engineer — Search & Ranking at Salesforce (31 mos, current=False)","NLP Specialization, Deep Learning Specialization"," (professional),  (professional)",69.3,2024-12-31,2026-03-28,True,249,7,0.63,42.4,1659,87,0,47.4-50.5 LPA,hybrid,True,30.8,748,65,0.89,0.83,True,False,True
88,CAND_0051004,0.487569,"Strong embeddings and LoRA, PEFT background over 5 years, relevant to the role's hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations scope. Comfortable owning a model end-to-end through deployment, rather than stopping at the research stage the JD explicitly wants to avoid. The candidate shows open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.46 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5439,0.4646,0.7269,1.0,0.081585,0.2323,0.109035,0.1,0.1783,0.85,0.0616,0.271,0.672,0.8182,0.8,0.0,0.0,0.97,0.3,1.0,1.0,0.0,90.4,1.05,1.0,1.0,"{'retrieval': 0.5, 'ranking': 0.0, 'evaluation': 0.25, 'production': 0.0}",0.459,0.33,0.5722,0.0,False,False,False,Profile Quality (1.00); Profile Consistency (1.00); Experience Fit (0.97),Evaluation Frameworks (0.27); Skill Match (0.18); Ranking/Recommendation (0.06),Vivaan Arora,Senior Data Scientist | Applied ML | Building intelligent products,"Machine learning engineer with 4.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Delhi, Delhi",India,4.7,Senior Data Scientist,CRED,1001-5000,Fintech,"MLflow, Embeddings, Semantic Search, PyTorch, gRPC, ASR, Reinforcement Learning, Docker, Qdrant, Forecasting, PEFT, MLOps, Fine-tuning LLMs, Prompt Engineering, Haystack, Vector Search, BentoML, LlamaIndex, BigQuery, LoRA",B.Sc in Data Science from IIT Kanpur (2013-2018),"Senior Data Scientist at CRED (24 mos, current=True); NLP Engineer at Niramai (32 mos, current=False)",," (native),  (professional)",56.6,2025-11-08,2026-05-05,True,145,14,0.41,7.5,810,166,15,40.9-39.2 LPA,hybrid,True,30.8,633,4,1.0,0.56,True,True,True
