candidate_id,final_score,semantic_score,structured_score,behavioral_score,quality_score,reason_removed,issue_names,reasoning,current_title,years_of_experience,location,country,summary_full,skills,career_history,education_full
CAND_0000195,0.016448,0.5005,0.1228,0.3318,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (Ph.D in Electrical Engineering (2007-2011); M.Tech in Computer Engineering (2014-2018)). Profile shows degree ordering that is physically impossible. Education: Ph.D in Electrical Engineering (2007-2011); M.Tech in Computer Engineering (2014-2018). Career: Business Analyst at Acme Corp (15 mos); Sales Executive at Stark Industries (20 mos). Skills: GraphQL, Tailwind, Django, Kubeflow, Salesforce CRM, Agile, Spring Boot, GCP. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,5.9,"Bangalore, Karnataka",India,"Professional with 5.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","GraphQL, Tailwind, Django, Kubeflow, Salesforce CRM, Agile, Spring Boot, GCP",Business Analyst at Acme Corp (15 mos); Sales Executive at Stark Industries (20 mos),Ph.D in Electrical Engineering (2007-2011); M.Tech in Computer Engineering (2014-2018)
CAND_0000568,0.013427,0.5096,0.1127,0.4662,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Salesforce CRM, FastAPI, Rust, Agile, Next.js. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.Tech in Statistics (2017-2022); M.Sc in MBA (2000-2005). Career: Business Analyst at Stark Industries (52 mos); Sales Executive at Dunder Mifflin (50 mos). Skills: Salesforce CRM, FastAPI, Rust, Agile, Next.js. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,11.5,"Kochi, Kerala",India,"Professional with 11.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Salesforce CRM, FastAPI, Rust, Agile, Next.js",Business Analyst at Stark Industries (52 mos); Sales Executive at Dunder Mifflin (50 mos),M.Tech in Statistics (2017-2022); M.Sc in MBA (2000-2005)
CAND_0000724,0.015994,0.5308,0.0813,0.4749,0.5,hard_excluded,"SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to honeypot signals—profile contains subtle logical contradictions (e.g., overlapping degrees, impossible career progression). Frontend Engineer with 6.0 YOE flagged. Education: B.E. in Data Science (2008-2013); B.Sc in Physics (2008-2013). Career: Frontend Engineer at Zomato (12 mos); Full Stack Developer at Swiggy (14 mos). Skills: Airflow, Sales, ASR, Apache Flink, PostgreSQL, Next.js, Go, Java. Removed from Top 300 to prevent contamination of final Top 100 submission.",Frontend Engineer,6.0,"Kochi, Kerala",India,"Software engineer with 6.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Airflow, Sales, ASR, Apache Flink, PostgreSQL, Next.js, Go, Java",Frontend Engineer at Zomato (12 mos); Full Stack Developer at Swiggy (14 mos),B.E. in Data Science (2008-2013); B.Sc in Physics (2008-2013)
CAND_0000180,0.013032,0.5584,0.1081,0.3263,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: SQL, Node.js, Project Management, Apache Flink, Airflow, JavaScript, Excel. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.S. in Artificial Intelligence (2014-2017); M.S. in Civil Engineering (2007-2012). Career: Customer Support at Infosys (26 mos); Accountant at Hooli (25 mos). Skills: SQL, Node.js, Project Management, Apache Flink, Airflow, JavaScript, Excel. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,8.5,"Delhi, Delhi",India,"Professional with 8.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","SQL, Node.js, Project Management, Apache Flink, Airflow, JavaScript, Excel",Customer Support at Infosys (26 mos); Accountant at Hooli (25 mos),M.S. in Artificial Intelligence (2014-2017); M.S. in Civil Engineering (2007-2012)
CAND_0000333,0.015783,0.591,0.0977,0.5744,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SKILL_DOMAIN_MISMATCH, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (M.Sc in Electronics (2003-2007); B.E. in Data Science (2017-2020)). Profile shows degree ordering that is physically impossible. Education: M.Sc in Electronics (2003-2007); B.E. in Data Science (2017-2020). Career: Software Engineer at Swiggy (21 mos); QA Engineer at Flipkart (27 mos). Skills: JavaScript, Tailwind, Hadoop, Spark, Sales, YOLO, Django, Six Sigma. Removed from Top 300 to prevent contamination of final Top 100 submission.",Software Engineer,7.4,"Chennai, Tamil Nadu",India,"Software engineer with 7.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","JavaScript, Tailwind, Hadoop, Spark, Sales, YOLO, Django, Six Sigma",Software Engineer at Swiggy (21 mos); QA Engineer at Flipkart (27 mos),M.Sc in Electronics (2003-2007); B.E. in Data Science (2017-2020)
CAND_0000509,0.015664,0.42,0.1034,0.563,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Node.js, Excel, Accounting, TypeScript, Webpack, Redux—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: B.Sc in Electronics (2013-2018). Career: Customer Support at Stark Industries (40 mos); Accountant at Initech (22 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,10.4,"Trivandrum, Kerala",India,"Professional with 10.4+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Node.js, Excel, Accounting, TypeScript, Webpack, Redux",Customer Support at Stark Industries (40 mos); Accountant at Initech (22 mos),B.Sc in Electronics (2013-2018)
CAND_0000101,0.012825,0.464,0.125,0.5194,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Project Management, GraphQL, TypeScript, GCP, Docker, Kubernetes, AWS, CI/CD. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.E. in Artificial Intelligence (2011-2016). Career: Customer Support at Globex Inc (39 mos); Sales Executive at Dunder Mifflin (44 mos). Skills: Project Management, GraphQL, TypeScript, GCP, Docker, Kubernetes, AWS, CI/CD. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,7.0,"Kolkata, West Bengal",India,"Professional with 7.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Project Management, GraphQL, TypeScript, GCP, Docker, Kubernetes, AWS, CI/CD",Customer Support at Globex Inc (39 mos); Sales Executive at Dunder Mifflin (44 mos),M.E. in Artificial Intelligence (2011-2016)
CAND_0000742,0.015495,0.4945,0.1223,0.4594,0.5,hard_excluded,CONSULTING_ONLY,"Hard-excluded: Entire career history is at consulting firms (Tech Mahindra, TCS) with no product-company experience. The JD explicitly states: 'People who have only worked at consulting firms... bad fit.' Education: M.S. in Computer Science (2004-2008); M.S. in Information Technology (2002-2005). Career: Mobile Developer at Tech Mahindra (42 mos); Mobile Developer at Mphasis (22 mos). Skills: Object Detection, Feature Engineering, SAP, TypeScript, LLMs, SEO, Weights & Biases, Vector Search. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mobile Developer,7.7,"Noida, Uttar Pradesh",India,"Software engineer with 7.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Object Detection, Feature Engineering, SAP, TypeScript, LLMs, SEO, Weights & Biases, Vector Search",Mobile Developer at Tech Mahindra (42 mos); Mobile Developer at Mphasis (22 mos),M.S. in Computer Science (2004-2008); M.S. in Information Technology (2002-2005)
CAND_0000108,0.015494,0.5626,0.0904,0.5354,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Six Sigma, Vue.js, JavaScript, Weights & Biases, TypeScript, Marketing, ETL, BentoML—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: Ph.D in Computer Science (2015-2018). Career: Full Stack Developer at Zomato (28 mos); Cloud Engineer at Mindtree (14 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Full Stack Developer,3.6,"Bhubaneswar, Odisha",India,"Software engineer with 3.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Six Sigma, Vue.js, JavaScript, Weights & Biases, TypeScript, Marketing, ETL, BentoML",Full Stack Developer at Zomato (28 mos); Cloud Engineer at Mindtree (14 mos),Ph.D in Computer Science (2015-2018)
CAND_0000736,0.012539,0.4325,0.1211,0.3974,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Microservices, Scrum, Spring Boot, MongoDB, React, ETL, GCP, Apache Flink. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.Sc in Computer Science (2005-2009). Career: Customer Support at Acme Corp (45 mos); Content Writer at TCS (48 mos). Skills: Microservices, Scrum, Spring Boot, MongoDB, React, ETL, GCP, Apache Flink. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,11.6,"Delhi, Delhi",India,"Professional with 11.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Microservices, Scrum, Spring Boot, MongoDB, React, ETL, GCP, Apache Flink",Customer Support at Acme Corp (45 mos); Content Writer at TCS (48 mos),M.Sc in Computer Science (2005-2009)
CAND_0000107,0.015409,0.5607,0.1038,0.3466,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Apache Flink, Azure, REST APIs, Vue.js, Time Series, Project Management, Databricks, Salesforce CRM—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: M.S. in Civil Engineering (2002-2005). Career: Mechanical Engineer at TCS (49 mos); Customer Support at Dunder Mifflin (52 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,11.5,"Vizag, Andhra Pradesh",India,"Professional with 11.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Apache Flink, Azure, REST APIs, Vue.js, Time Series, Project Management, Databricks, Salesforce CRM",Mechanical Engineer at TCS (49 mos); Customer Support at Dunder Mifflin (52 mos),M.S. in Civil Engineering (2002-2005)
CAND_0000903,0.015269,0.5475,0.0812,0.5915,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Django, LlamaIndex, REST APIs, Accounting, Snowflake, BM25, React, Scrum—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: Ph.D in Chemical Engineering (2013-2017). Career: DevOps Engineer at Mindtree (51 mos); QA Engineer at Accenture (26 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",DevOps Engineer,8.6,"Gurgaon, Haryana",India,"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Django, LlamaIndex, REST APIs, Accounting, Snowflake, BM25, React, Scrum",DevOps Engineer at Mindtree (51 mos); QA Engineer at Accenture (26 mos),Ph.D in Chemical Engineering (2013-2017)
CAND_0000103,0.012839,0.5693,0.1158,0.6188,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Angular, Project Management, Hadoop, Kafka, REST APIs, BigQuery, Flask. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: B.Sc in Chemical Engineering (2012-2015); M.Tech in Machine Learning (2014-2017). Career: Mechanical Engineer at Acme Corp (22 mos); Accountant at Hooli (34 mos). Skills: Angular, Project Management, Hadoop, Kafka, REST APIs, BigQuery, Flask. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,11.7,"Bhubaneswar, Odisha",India,"Professional with 11.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Angular, Project Management, Hadoop, Kafka, REST APIs, BigQuery, Flask",Mechanical Engineer at Acme Corp (22 mos); Accountant at Hooli (34 mos),B.Sc in Chemical Engineering (2012-2015); M.Tech in Machine Learning (2014-2017)
CAND_0000983,0.012466,0.5224,0.1095,0.4356,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: CSS, Sales, Agile, Next.js, Apache Beam, CNN. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Artificial Intelligence (2013-2018); M.Sc in Artificial Intelligence (2010-2015). Career: Civil Engineer at Dunder Mifflin (52 mos); Marketing Manager at Wipro (27 mos). Skills: CSS, Sales, Agile, Next.js, Apache Beam, CNN. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,14.2,"Bangalore, Karnataka",India,"Professional with 14.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","CSS, Sales, Agile, Next.js, Apache Beam, CNN",Civil Engineer at Dunder Mifflin (52 mos); Marketing Manager at Wipro (27 mos),Ph.D in Artificial Intelligence (2013-2018); M.Sc in Artificial Intelligence (2010-2015)
CAND_0000757,0.012385,0.4778,0.1063,0.5232,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Next.js, Data Pipelines, Vue.js, Speech Recognition, Snowflake, Azure, Java, PostgreSQL. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Mechanical Engineering (2002-2006). Career: Customer Support at TCS (37 mos); Content Writer at Acme Corp (41 mos). Skills: Next.js, Data Pipelines, Vue.js, Speech Recognition, Snowflake, Azure, Java, PostgreSQL. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,6.6,"Noida, Uttar Pradesh",India,"Professional with 6.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Next.js, Data Pipelines, Vue.js, Speech Recognition, Snowflake, Azure, Java, PostgreSQL",Customer Support at TCS (37 mos); Content Writer at Acme Corp (41 mos),Ph.D in Mechanical Engineering (2002-2006)
CAND_0000293,0.012495,0.5373,0.1258,0.6306,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Scrum, Go, Excel, Salesforce CRM, React, JavaScript, SQL, GraphQL. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Data Science (2005-2008). Career: Civil Engineer at TCS (42 mos); Marketing Manager at Stark Industries (22 mos). Skills: Scrum, Go, Excel, Salesforce CRM, React, JavaScript, SQL, GraphQL. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,10.3,"Bangalore, Karnataka",India,"Professional with 10.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Scrum, Go, Excel, Salesforce CRM, React, JavaScript, SQL, GraphQL",Civil Engineer at TCS (42 mos); Marketing Manager at Stark Industries (22 mos),Ph.D in Data Science (2005-2008)
CAND_0000357,0.012164,0.5399,0.1129,0.4438,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Spark, Apache Flink, Marketing, Agile, Statistical Modeling, HTML. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Machine Learning (2012-2015); Ph.D in Computer Science (2014-2019). Career: Civil Engineer at Initech (49 mos); Content Writer at Dunder Mifflin (43 mos). Skills: Spark, Apache Flink, Marketing, Agile, Statistical Modeling, HTML. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,7.7,"Bhubaneswar, Odisha",India,"Professional with 7.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Spark, Apache Flink, Marketing, Agile, Statistical Modeling, HTML",Civil Engineer at Initech (49 mos); Content Writer at Dunder Mifflin (43 mos),Ph.D in Machine Learning (2012-2015); Ph.D in Computer Science (2014-2019)
CAND_0000346,0.011883,0.5163,0.1088,0.3609,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Apache Beam, Airflow, SAP, Node.js, Kafka, Angular. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Electronics (2005-2009). Career: Business Analyst at Infosys (24 mos); Accountant at Hooli (31 mos). Skills: Apache Beam, Airflow, SAP, Node.js, Kafka, Angular. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,4.6,"Pune, Maharashtra",India,"Professional with 4.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Apache Beam, Airflow, SAP, Node.js, Kafka, Angular",Business Analyst at Infosys (24 mos); Accountant at Hooli (31 mos),Ph.D in Electronics (2005-2009)
CAND_0000735,0.011781,0.4459,0.1281,0.3859,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: HTML, Azure, ETL, Microservices, Illustrator, CSS, REST APIs, BentoML. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: B.Tech in Mathematics (2009-2013). Career: Business Analyst at TCS (36 mos); Content Writer at Wayne Enterprises (52 mos). Skills: HTML, Azure, ETL, Microservices, Illustrator, CSS, REST APIs, BentoML. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,7.4,"Chandigarh, Chandigarh",India,"Professional with 7.4+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","HTML, Azure, ETL, Microservices, Illustrator, CSS, REST APIs, BentoML",Business Analyst at TCS (36 mos); Content Writer at Wayne Enterprises (52 mos),B.Tech in Mathematics (2009-2013)
CAND_0000155,0.014422,0.5463,0.1283,0.4226,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (M.E. in Computer Science (2003-2008); B.Sc in Computer Science (2009-2012)). Profile shows degree ordering that is physically impossible. Education: M.E. in Computer Science (2003-2008); B.Sc in Computer Science (2009-2012). Career: Software Engineer at Unacademy (38 mos). Skills: ASR, CI/CD, Milvus, GANs, Time Series, Illustrator, Statistical Modeling, FastAPI. Removed from Top 300 to prevent contamination of final Top 100 submission.",Software Engineer,3.2,"Bhubaneswar, Odisha",India,"Software / data professional with 3.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","ASR, CI/CD, Milvus, GANs, Time Series, Illustrator, Statistical Modeling, FastAPI",Software Engineer at Unacademy (38 mos),M.E. in Computer Science (2003-2008); B.Sc in Computer Science (2009-2012)
CAND_0000442,0.01436,0.5177,0.0525,0.5968,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (B.Sc in Physics (2015-2019); Ph.D in Computer Science (2014-2017)). Profile shows degree ordering that is physically impossible. Education: B.Sc in Physics (2015-2019); Ph.D in Computer Science (2014-2017). Career: Frontend Engineer at Hooli (37 mos). Skills: Webpack, Time Series, Next.js, Spring Boot, YOLO, PowerPoint, Go, Diffusion Models. Removed from Top 300 to prevent contamination of final Top 100 submission.",Frontend Engineer,3.1,"Indore, Madhya Pradesh",India,"Software engineer with 3.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Webpack, Time Series, Next.js, Spring Boot, YOLO, PowerPoint, Go, Diffusion Models",Frontend Engineer at Hooli (37 mos),B.Sc in Physics (2015-2019); Ph.D in Computer Science (2014-2017)
CAND_0000189,0.011678,0.513,0.0883,0.4676,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: HTML, ETL, MongoDB, SEO, Content Writing, Spark, Figma, Data Pipelines. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: B.Sc in Mechanical Engineering (2017-2021). Career: Customer Support at Globex Inc (44 mos). Skills: HTML, ETL, MongoDB, SEO, Content Writing, Spark, Figma, Data Pipelines. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,3.7,"Bangalore, Karnataka",India,"Professional with 3.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","HTML, ETL, MongoDB, SEO, Content Writing, Spark, Figma, Data Pipelines",Customer Support at Globex Inc (44 mos),B.Sc in Mechanical Engineering (2017-2021)
CAND_0000438,0.014293,0.5512,0.1193,0.4573,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, CONSULTING_ONLY","Hard-excluded: Entire career history is at consulting firms (TCS) with no product-company experience. The JD explicitly states: 'People who have only worked at consulting firms... bad fit.' Education: M.Tech in Artificial Intelligence (2015-2020); B.E. in Machine Learning (2004-2009). Career: Business Analyst at TCS (42 mos). Skills: MongoDB, Diffusion Models, Data Pipelines, Kubernetes, Figma, SQL, PowerPoint, Rust. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,3.5,"Chennai, Tamil Nadu",India,"Professional with 3.5+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","MongoDB, Diffusion Models, Data Pipelines, Kubernetes, Figma, SQL, PowerPoint, Rust",Business Analyst at TCS (42 mos),M.Tech in Artificial Intelligence (2015-2020); B.E. in Machine Learning (2004-2009)
