rank,candidate_id,final_score,reasoning,semantic_score,structured_score,behavioral_score,quality_score,semantic_contribution,structured_contribution,behavioral_contribution,quality_contribution,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,consulting_ratio,top_positive_features,top_negative_features,anonymized_name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,skills,education,career_history,certifications,languages,profile_completeness_score,signup_date,last_active_date,open_to_work,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,connection_count,endorsements_received,notice_period_days,expected_salary,preferred_work_mode,willing_to_relocate,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected
78,CAND_0025640,0.613729,"Demonstrated expertise with Elasticsearch, FAISS, PEFT (6 YOE), focusing on recommendation systems. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, open to work, immediate joiner.",0.5896,0.5487,0.7631,1.0,0.11792,0.301785,0.114465,0.1,0.1017,0.775,0.986,0.0,0.565,0.9569,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,74.9,1.01,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4319,0.2575,0.5682,0.5,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.10); Evaluation Frameworks (0.00); Certifications (0.00),Anjali Kapoor,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Jaipur, Rajasthan",India,5.6,AI Research Engineer,HCL,10001+,IT Services,"Semantic Search, PEFT, Information Retrieval, Weights & Biases, FAISS, Flask, Next.js, PyTorch, OpenSearch, OpenCV, Kubeflow, Recommendation Systems, Elasticsearch, CNN",M.E. in Computer Engineering from NIT Trichy (2015-2019),"AI Research Engineer at HCL (45 mos, current=True); Data Scientist at Yellow.ai (21 mos, current=False)",," (professional),  (conversational)",46.2,2025-11-01,2026-05-03,True,108,11,0.87,50.4,1157,79,30,31.8-29.2 LPA,flexible,False,-1.0,456,39,0.98,0.58,True,True,False
79,CAND_0096142,0.612598,"Demonstrated expertise with LoRA, Pinecone, Weaviate (5 YOE), focusing on nlp. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, actively looking and recently active. Note: long notice period (120 days).",0.5761,0.5226,0.7564,0.97,0.11522,0.28743,0.11346,0.097,0.22,0.2716,0.743,0.626,0.696,0.7462,0.925,0.5,0.0,1.0,0.0,0.95,0.8,0.0,91.8,1.05,1.03,1.03,"{'retrieval': 0.0, 'ranking': 0.75, 'evaluation': 0.5, 'production': 0.5}",0.4519,0.317,0.6687,0.0,Experience Fit (1.00); Profile Quality (0.97); Profile Consistency (0.95),Retrieval/Search (0.27); Skill Match (0.22),Pranav Sethi,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Hyderabad, Telangana",India,5.0,Applied ML Engineer,upGrad,1001-5000,EdTech,"Kubeflow, LoRA, Weaviate, Pinecone, Python, CSS, BentoML, Weights & Biases, RAG, CNN, NLP, BM25, OpenCV, Hugging Face Transformers, dbt",M.Tech in Machine Learning from IIIT Bangalore (2015-2020),"Applied ML Engineer at upGrad (42 mos, current=True); Applied ML Engineer at BYJU'S (18 mos, current=False)",AWS Certified Machine Learning Specialty," (native),  (conversational)",67.3,2025-07-11,2026-05-21,True,159,14,0.84,7.3,1468,174,120,34.3-59.3 LPA,hybrid,False,80.5,715,18,0.55,0.82,True,True,False
80,CAND_0070202,0.612281,"Demonstrated expertise with LoRA (5 YOE), focusing on embeddings. Familiar with production ML pipelines and deployment workflows. Hiring readiness within standard parameters.",0.5573,0.591,0.6441,1.0,0.11146,0.32505,0.096615,0.1,0.1926,0.775,0.89,0.271,0.598,0.8213,0.8,0.5,0.0,1.0,0.0,1.0,1.0,0.0,76.8,1.01,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.75, 'evaluation': 0.25, 'production': 0.5}",0.5662,0.4028,0.6268,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Evaluation Frameworks (0.27); Skill Match (0.19),Ayaan Mishra,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Jaipur, Rajasthan",India,5.1,Machine Learning Engineer,BYJU'S,10001+,EdTech,"Microservices, Object Detection, OpenCV, Embeddings, Qdrant, LoRA, Learning to Rank, Fine-tuning LLMs, Semantic Search, GANs, PyTorch, Weights & Biases, BM25, RAG, NLP",B.E. in Computer Engineering from NIT Warangal (2009-2013); B.Sc in Data Science from IIT Hyderabad (2014-2018),"Machine Learning Engineer at BYJU'S (49 mos, current=True); Search Engineer at Dream11 (12 mos, current=False)","Google Cloud Professional ML Engineer, AWS Certified Machine Learning Specialty"," (professional),  (native)",72.4,2025-06-10,2026-05-20,False,75,2,0.6,11.5,433,29,90,26.1-39.9 LPA,onsite,False,-1.0,450,28,0.79,-1.0,True,False,True
81,CAND_0070333,0.611599,"Demonstrated expertise with Elasticsearch, FAISS, Milvus (5 YOE), focusing on llms. Proven experience deploying ML systems to production at scale. Candidate shows open to work, 60-day notice.",0.583,0.5583,0.7289,1.0,0.1166,0.307065,0.109335,0.1,0.1564,0.775,0.93,0.0,0.607,0.9329,0.9625,0.0,0.0,0.97,0.3,1.0,1.0,0.0,78.1,1.01,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4056,0.2606,0.6321,0.5,Profile Quality (1.00); Profile Consistency (1.00); Experience Fit (0.97),Skill Match (0.16); Evaluation Frameworks (0.00); Certifications (0.00),Karan Kumar,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Bhubaneswar, Odisha",India,4.7,AI Research Engineer,TCS,10001+,IT Services,"LLMs, FAISS, Reinforcement Learning, Computer Vision, Elasticsearch, MLflow, Diffusion Models, Weaviate, Feature Engineering, Statistical Modeling, YOLO, Milvus, ASR, Semantic Search, Azure",Ph.D in Data Science from SRM University (2009-2014),"AI Research Engineer at TCS (32 mos, current=True); Computer Vision Engineer at PhonePe (24 mos, current=False)",," (professional),  (professional)",54.4,2025-10-02,2026-05-10,True,28,6,0.48,96.9,135,64,60,26.3-40.6 LPA,flexible,True,-1.0,420,16,0.95,0.48,True,True,True
82,CAND_0053695,0.61125,"Demonstrated expertise with LangChain, Pinecone (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history, open to work, immediate joiner.",0.5402,0.5717,0.7289,1.0,0.10804,0.314435,0.109335,0.1,0.1499,1.0,0.799,0.271,0.399,0.9176,0.8625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.75, 'evaluation': 0.25, 'production': 0.0}",0.5418,0.369,0.5759,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Production Experience (0.40); Evaluation Frameworks (0.27); Skill Match (0.15),Sanjay Sharma,Recommendation Systems Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Bhubaneswar, Odisha",India,5.8,Recommendation Systems Engineer,Meesho,1001-5000,E-commerce,"MLOps, Apache Flink, GCP, Pinecone, CNN, Weights & Biases, ASR, LangChain, Object Detection, Recommendation Systems, TensorFlow, pgvector, Embeddings, Sentence Transformers, SEO",M.E. in Machine Learning from RV College of Engineering (2016-2019); B.E. in Computer Science from IIT Delhi (2011-2016),"Recommendation Systems Engineer at Meesho (20 mos, current=True); Machine Learning Engineer at Genpact AI (34 mos, current=False); Applied ML Engineer at Niramai (14 mos, current=False)",," (native),  (native)",51.3,2025-03-25,2026-04-02,True,274,15,0.6,71.8,170,96,15,41.0-41.7 LPA,onsite,False,67.6,742,34,0.55,-1.0,True,True,True
83,CAND_0005538,0.61036,"Demonstrated expertise with LoRA, QLoRA (6 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, actively looking and recently active.",0.5997,0.5723,0.8031,0.85,0.11994,0.314765,0.120465,0.085,0.0893,0.925,0.708,0.1148,0.804,0.6678,0.7875,0.5,0.0,1.0,0.0,0.75,1.0,0.2,92.9,1.05,1.03,1.0,"{'retrieval': 0.75, 'ranking': 0.75, 'evaluation': 0.0, 'production': 1.0}",0.3658,0.2572,0.3924,0.0,Experience Fit (1.00); Retrieval/Search (0.93); Profile Quality (0.85),Evaluation Frameworks (0.11); Skill Match (0.09),Aryan Goyal,Senior Engineer | 5.9+ yrs in production systems,"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.","Kolkata, West Bengal",India,5.9,Senior AI Engineer,Adobe,10001+,Software,"Project Management, Vector Representations, Deep Learning, Content Matching, Apache Flink, Feature Engineering, Statistical Modeling, QLoRA, Python, PyTorch, ASR, Data Science, LoRA, Information Retrieval Systems, pgvector, Haystack, Workflow Orchestration, TTS, Natural Language Processing",B.Tech in Data Science from SRM University (2003-2008),"Senior AI Engineer at Adobe (15 mos, current=True); Lead AI Engineer at Locobuzz (30 mos, current=False); Senior Machine Learning Engineer at Google (14 mos, current=False); Lead AI Engineer at Glance (10 mos, current=False)",Deep Learning Specialization," (professional),  (conversational)",88.2,2025-02-24,2026-05-17,True,322,23,0.81,28.4,416,68,90,45.7-69.6 LPA,onsite,False,58.0,1147,20,0.76,0.81,True,True,True
84,CAND_0061339,0.609528,"Demonstrated expertise with Milvus (4 YOE), focusing on llms. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, open to work.",0.5499,0.5693,0.8111,1.0,0.10998,0.313115,0.121665,0.1,0.0801,0.775,0.743,0.507,0.696,0.936,0.7625,0.0,0.0,0.92,0.8,1.0,1.0,0.0,0.0,1.0,1.03,1.03,"{'retrieval': 0.25, 'ranking': 0.75, 'evaluation': 0.5, 'production': 0.5}",0.5524,0.3709,0.5624,0.0,Profile Quality (1.00); Profile Consistency (1.00); Experience Score (0.94),Skill Match (0.08); Certifications (0.00),Tanvi Dutta,Search Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 4.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Chandigarh, Chandigarh",India,4.2,Search Engineer,Rephrase.ai,11-50,AI/ML,"Information Retrieval, YOLO, Data Pipelines, Milvus, BentoML, TensorFlow, Vector Search, LlamaIndex, OpenSearch, MLflow, LLMs, Diffusion Models, Prompt Engineering, TTS",B.Sc in Data Science from VJTI Mumbai (2006-2010),"Search Engineer at Rephrase.ai (28 mos, current=True); Senior Data Scientist at Zoho (13 mos, current=False); Applied ML Engineer at Krutrim (8 mos, current=False)",," (professional),  (conversational)",82.8,2026-05-01,2026-04-06,True,232,8,0.9,63.1,1447,67,90,33.9-39.3 LPA,remote,True,85.7,1023,9,0.65,0.38,True,True,True
85,CAND_0069905,0.60947,"Demonstrated expertise with LangChain, LoRA, Weaviate (7 YOE), focusing on python. Familiar with production ML pipelines and deployment workflows. Candidate shows strong recruiter engagement, open to work.",0.634,0.5725,0.7853,1.0,0.1268,0.314875,0.117795,0.1,0.1782,1.0,0.572,0.411,0.448,0.7462,0.8625,0.5,0.0,1.0,0.0,1.0,1.0,0.0,71.3,1.01,1.0,1.0,"{'retrieval': 1.0, 'ranking': 0.25, 'evaluation': 0.25, 'production': 0.0}",0.4699,0.3228,0.6086,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.18),Nisha Bansal,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Bhubaneswar, Odisha",India,6.6,Applied ML Engineer,Sarvam AI,51-200,AI/ML,"Flask, Redux, LoRA, Computer Vision, Speech Recognition, Image Classification, Recommendation Systems, Sentence Transformers, LangChain, TensorFlow, Hugging Face Transformers, MLOps, Forecasting, Python, Object Detection, Weaviate, Learning to Rank",M.E. in Computer Engineering from PES University (2003-2006),"Applied ML Engineer at Sarvam AI (26 mos, current=True); Machine Learning Engineer at Nykaa (13 mos, current=False); Recommendation Systems Engineer at Observe.AI (39 mos, current=False)",AWS Certified Machine Learning Specialty," (native),  (native)",63.6,2025-11-19,2026-04-21,True,59,18,0.78,68.8,883,108,90,24.8-58.9 LPA,onsite,True,44.8,315,57,0.93,0.53,True,True,True
86,CAND_0039383,0.608395,"Demonstrated expertise with Elasticsearch, FAISS, LoRA (7 YOE), focusing on nlp. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history, open to work.",0.5788,0.5434,0.8403,1.0,0.11576,0.29887,0.126045,0.1,0.171,1.0,0.418,0.271,0.532,0.7462,0.8,0.5,0.0,1.0,0.0,1.0,1.0,0.0,62.8,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.25, 'evaluation': 0.25, 'production': 0.0}",0.4842,0.305,0.6113,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Evaluation Frameworks (0.27); Skill Match (0.17),Riya Malhotra,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 7.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Gurgaon, Haryana",India,7.1,Applied ML Engineer,Meesho,1001-5000,E-commerce,"GANs, FAISS, ASR, Kubeflow, Recommendation Systems, Hugging Face Transformers, QLoRA, Feature Engineering, NLP, LoRA, Vector Search, MLflow, Elasticsearch, Prompt Engineering, pgvector, CNN",B.Sc in Artificial Intelligence from IISc Bangalore (2009-2012),"Applied ML Engineer at Meesho (34 mos, current=True); Machine Learning Engineer at Swiggy (13 mos, current=False); NLP Engineer at Paytm (37 mos, current=False)","Google Cloud Professional ML Engineer, Deep Learning Specialization"," (native),  (conversational)",89.0,2024-11-11,2026-03-19,True,283,18,0.61,67.6,324,16,90,34.9-39.7 LPA,onsite,True,86.4,388,34,0.97,0.78,True,True,False
87,CAND_0066376,0.606783,"Demonstrated expertise with FAISS, LoRA (6 YOE), focusing on fine-tuning llms. Familiar with production ML pipelines and deployment workflows. Candidate shows open to work.",0.5468,0.6123,0.6584,1.0,0.10936,0.336765,0.09876,0.1,0.2302,1.0,0.759,0.411,0.556,0.8286,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,81.8,1.03,1.0,1.0,"{'retrieval': 1.0, 'ranking': 0.5, 'evaluation': 0.25, 'production': 0.5}",0.4826,0.3799,0.6426,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.23); Certifications (0.00),Amit Goyal,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Mumbai, Maharashtra",India,5.7,Applied ML Engineer,Dream11,1001-5000,Gaming,"Recommendation Systems, LoRA, Learning to Rank, LLMs, Fine-tuning LLMs, Deep Learning, NLP, Reinforcement Learning, Information Retrieval, Object Detection, BM25, PowerPoint, Time Series, FAISS, LlamaIndex, CNN, Semantic Search",M.Sc in Artificial Intelligence from IIT Kharagpur (2008-2011),"Applied ML Engineer at Dream11 (45 mos, current=True); Senior Data Scientist at Salesforce (22 mos, current=False)",," (native),  (native)",62.8,2025-10-09,2026-05-03,True,109,15,0.51,62.7,866,37,90,44.0-42.4 LPA,hybrid,False,-1.0,61,59,0.77,-1.0,False,True,True
88,CAND_0011162,0.606091,"Demonstrated expertise with FAISS, LangChain, LoRA (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, open to work.",0.54,0.5557,0.7551,0.97,0.108,0.305635,0.113265,0.097,0.3155,0.28,0.93,0.271,0.888,0.9176,0.9,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.25, 'production': 1.0}",0.5988,0.4163,0.5786,0.0,Experience Fit (1.00); Profile Quality (0.97); Profile Consistency (0.95),Skill Match (0.32); Retrieval/Search (0.28); Evaluation Frameworks (0.27),Nisha Sharma,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Coimbatore, Tamil Nadu",India,5.8,Recommendation Systems Engineer,upGrad,1001-5000,EdTech,"Weights & Biases, FAISS, Vector Search, LangChain, CNN, LoRA, Milvus, OpenSearch, Django, Kubeflow, Sentence Transformers, gRPC, Pinecone, Python, PEFT, Weaviate, Embeddings",M.S. in Artificial Intelligence from PES University (2005-2009); M.S. in Data Science from IIT Kharagpur (2004-2009),"Recommendation Systems Engineer at upGrad (25 mos, current=True); Recommendation Systems Engineer at Meesho (28 mos, current=False); Machine Learning Engineer at Google (15 mos, current=False)",Google Cloud Professional ML Engineer," (professional),  (professional)",85.6,2024-12-20,2026-05-10,True,63,15,0.75,45.3,407,177,90,35.1-58.5 LPA,hybrid,True,34.3,216,63,0.66,0.58,True,True,True
89,CAND_0068777,0.605713,"Demonstrated expertise with LoRA, Milvus (7 YOE), focusing on nlp. Proven experience deploying ML systems to production at scale. Hiring readiness within standard parameters. Note: long notice period (120 days).",0.5718,0.5917,0.5783,1.0,0.11436,0.325435,0.086745,0.1,0.1051,0.768,1.0,0.0,0.874,0.8784,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.2873,0.1267,0.5819,0.25,Ranking/Recommendation (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.11); Evaluation Frameworks (0.00); Certifications (0.00),Rahul Pandey,AI Research Engineer | 6.6 yrs in analytics & ML,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Jaipur, Rajasthan",India,6.6,AI Research Engineer,PolicyBazaar,5001-10000,Insurance Tech,"Rust, ETL, Milvus, Forecasting, YOLO, Data Science, BM25, LlamaIndex, Qdrant, BentoML, NLP, OpenCV, Apache Beam, LoRA, TTS, scikit-learn, Learning to Rank",Ph.D in Civil Engineering from VIT Chennai (2012-2016); Ph.D in Statistics from PES University (2005-2009),"AI Research Engineer at PolicyBazaar (18 mos, current=True); AI Research Engineer at TCS (14 mos, current=False); Computer Vision Engineer at Vedantu (38 mos, current=False); Computer Vision Engineer at Nykaa (8 mos, current=False)",," (native),  (native)",68.1,2025-09-07,2026-04-07,False,118,6,0.4,95.9,1261,86,120,27.8-50.6 LPA,onsite,True,43.8,226,38,0.52,-1.0,False,True,True
90,CAND_0000031,0.604694,"Demonstrated expertise with FAISS, Pinecone (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, actively looking and recently active, 60-day notice.",0.5588,0.5282,0.822,1.0,0.11176,0.29051,0.1233,0.1,0.1319,0.768,0.743,0.271,0.49,0.9176,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,68.4,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.75, 'evaluation': 0.25, 'production': 0.0}",0.5874,0.4239,0.5403,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Evaluation Frameworks (0.27); Skill Match (0.13); Certifications (0.00),Ela Singh,"Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Hyderabad, Telangana",India,6.0,Recommendation Systems Engineer,Swiggy,5001-10000,Food Delivery,"Go, MLflow, FAISS, Pinecone, Angular, Image Classification, Machine Learning, Speech Recognition, BentoML, MLOps, Embeddings, Information Retrieval, Hugging Face Transformers, Feature Engineering, Sentence Transformers, scikit-learn, Marketing",M.Tech in Computer Engineering from SRM University (2002-2006),"Recommendation Systems Engineer at Swiggy (14 mos, current=True); Search Engineer at Mad Street Den (16 mos, current=False); NLP Engineer at Uber (27 mos, current=False); Applied ML Engineer at Zomato (13 mos, current=False)",," (native),  (native)",83.4,2026-01-28,2026-05-24,True,194,2,0.91,76.1,832,177,60,27.3-60.2 LPA,flexible,True,32.6,778,13,0.6,0.38,False,True,False
91,CAND_0042029,0.604589,"Demonstrated expertise with Elasticsearch, Weaviate (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history, 45-day notice.",0.5846,0.5649,0.7291,1.0,0.11692,0.310695,0.109365,0.1,0.1817,0.85,0.516,0.682,0.49,0.7638,0.7625,0.5,0.0,1.0,0.0,1.0,1.0,0.0,82.7,1.03,1.03,1.0,"{'retrieval': 0.5, 'ranking': 0.25, 'evaluation': 0.5, 'production': 0.0}",0.5437,0.4057,0.5129,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.18),Dhruv Joshi,"Senior Data Scientist | Search, Ranking & Retrieval","Machine learning engineer with 6.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Delhi, Delhi",India,6.5,Senior Data Scientist,Flipkart,10001+,E-commerce,"YOLO, PyTorch, NLP, RAG, Haystack, Statistical Modeling, TypeScript, Elasticsearch, Embeddings, REST APIs, Speech Recognition, OpenSearch, Image Classification, Feature Engineering, Weaviate, Learning to Rank, Deep Learning, Hugging Face Transformers",B.E. in Computer Science from PES University (2013-2016),"Senior Data Scientist at Flipkart (36 mos, current=True); Machine Learning Engineer at Observe.AI (42 mos, current=False)",LangChain for LLM Application Development," (professional),  (conversational)",53.0,2025-02-26,2026-04-13,False,84,7,0.67,20.6,1277,82,45,44.7-50.5 LPA,onsite,True,78.7,209,16,0.74,0.83,True,True,True
