candidate_id,final_score,semantic_score,structured_score,behavioral_score,quality_score,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,career_score,consulting_ratio,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,rank,reasoning
CAND_0061352,0.422839,0.5701,0.3907,0.7145,0.5,0.1149,0.1848,0.93,0.0,0.565,0.6654,0.6111,0.0,0.8,0.0,0.0,0.8625,1.5,0.75,1.0,0.2,87.7,1.03,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4567,0.3374,0.6725,,
CAND_0007557,0.42283,0.4366,0.3555,0.5999,0.5,0.0849,0.362,0.0,0.0,1.0,0.6614,0.3333,0.6667,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1491,0.0547,0.4261,,
CAND_0016100,0.422826,0.5578,0.348,0.5233,0.5,0.0248,0.502,0.0,0.0,0.888,0.7006,0.2222,0.0,0.7875,0.0,0.0,0.98,0.2,0.9,0.6,0.0,49.0,0.97,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2668,0.1296,0.5088,,
CAND_0040073,0.42282,0.5576,0.3279,0.4576,0.5,0.0,0.362,0.0,0.0,0.986,0.7137,0.3889,0.3333,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2463,0.14,0.4795,,
CAND_0021410,0.422801,0.5403,0.3609,0.7903,0.5,0.0836,0.1288,0.93,0.0,0.481,0.7054,0.3333,0.0,0.725,0.0,0.0,0.9,1.0,0.75,1.0,0.2,77.8,1.01,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4329,0.3155,0.6227,,
CAND_0077425,0.4228,0.554,0.34,0.5,0.5,0.019,0.362,0.0,0.0,1.0,0.707,0.2222,0.3333,0.8625,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.246,0.1406,0.5067,,
CAND_0057561,0.42278,0.5543,0.3317,0.5299,0.5,0.0,0.362,0.0,0.0,1.0,0.6497,0.2778,0.5,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2396,0.0962,0.4413,,
CAND_0048994,0.422765,0.5358,0.3381,0.531,0.5,0.03,0.502,0.0,0.0,0.916,0.689,0.2222,0.5,0.5075,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2025,0.1253,0.4613,,
CAND_0073554,0.42272,0.5498,0.3392,0.508,0.5,0.0,0.502,0.0,0.0,0.846,0.707,0.2222,0.5,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2752,0.1534,0.5143,,
CAND_0066197,0.422713,0.5317,0.3653,0.4939,0.5,0.0338,0.642,0.0,0.0,0.888,0.6847,0.2222,0.5,0.57,0.0,0.0,0.98,0.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2422,0.1251,0.5098,,
CAND_0014367,0.422695,0.53,0.3391,0.5346,0.5,0.0,0.502,0.0,0.0,0.874,0.7007,0.3333,0.6667,0.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1969,0.0835,0.4765,,
CAND_0021336,0.42265,0.5183,0.3286,0.5884,0.5,0.0,0.362,0.0,0.0,1.0,0.6678,0.2778,1.0,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2465,0.0775,0.4547,,
CAND_0019342,0.422641,0.5204,0.3304,0.5527,0.5,0.0515,0.362,0.084,0.0,0.916,0.6337,0.2778,0.5,0.6875,0.0,0.0,0.98,0.2,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2264,0.1238,0.4491,,
CAND_0058316,0.422635,0.5003,0.3348,0.5075,0.5,0.0,0.362,0.0,0.0,1.0,0.6614,0.2778,0.3333,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2218,0.0932,0.4522,,
CAND_0072599,0.422606,0.5415,0.3585,0.476,0.5,0.0517,0.418,0.084,0.0,0.972,0.699,0.2222,0.5,0.725,0.0,0.0,0.99,0.1,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2673,0.1195,0.4741,,
CAND_0084074,0.4226,0.5145,0.3564,0.4912,0.5,0.0,0.502,0.0,0.0,1.0,0.6105,0.2222,0.5,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2798,0.1957,0.4999,,
CAND_0040951,0.422595,0.5084,0.3459,0.5378,0.5,0.0523,0.362,0.0,0.0,1.0,0.6678,0.3333,0.25,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,77.1,1.01,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2175,0.1129,0.4904,,
CAND_0056944,0.42259,0.5039,0.3286,0.6072,0.5,0.0,0.362,0.0,0.0,1.0,0.6497,0.3333,0.0,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2,0.0846,0.4549,,
CAND_0020599,0.422588,0.4802,0.3447,0.4977,0.5,0.0,0.586,0.0,0.0,0.846,0.6497,0.2778,0.0,0.7125,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2332,0.1114,0.4345,,
CAND_0027378,0.422573,0.538,0.3826,0.481,0.5,0.0195,0.642,0.0,0.0,0.986,0.6678,0.2778,0.0,0.7125,0.0,0.0,1.0,0.0,0.7,1.0,0.2,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2561,0.0702,0.4266,,
CAND_0025199,0.422573,0.5055,0.337,0.4921,0.5,0.0103,0.362,0.0,0.0,1.0,0.7007,0.3333,0.0,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2185,0.117,0.4952,,
CAND_0070255,0.422565,0.5293,0.335,0.5497,0.5,0.0225,0.362,0.0,0.0,0.916,0.707,0.2222,0.0,1.0,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2514,0.1103,0.5281,,
CAND_0027002,0.422548,0.4985,0.3421,0.5102,0.5,0.0,0.362,0.084,0.0,1.0,0.6646,0.3889,0.75,0.8125,0.0,0.0,0.99,0.1,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2288,0.1212,0.4873,,
CAND_0083626,0.42252,0.5394,0.3502,0.4802,0.5,0.0,0.502,0.0,0.0,1.0,0.707,0.3333,0.3333,0.5825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2233,0.1182,0.4968,,
CAND_0034571,0.42251,0.5506,0.3427,0.4927,0.5,0.0548,0.362,0.0,0.0,0.986,0.689,0.2778,0.5,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1916,0.1172,0.446,,
CAND_0055316,0.422505,0.468,0.3538,0.5621,0.5,0.0248,0.558,0.0,0.0,0.846,0.6222,0.2222,1.0,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,55.2,0.99,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2407,0.0708,0.458,,
CAND_0043096,0.422496,0.518,0.3291,0.5039,0.5,0.0193,0.362,0.0,0.0,0.944,0.6497,0.3333,0.6667,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.251,0.1279,0.4068,,
CAND_0024846,0.422492,0.5378,0.3636,0.6128,0.5,0.0827,0.502,0.0,0.0,0.944,0.6698,0.3333,0.6667,0.7625,0.0,0.0,0.94,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2397,0.1205,0.4898,,
CAND_0085724,0.42249,0.5549,0.3573,0.4333,0.5,0.0237,0.642,0.0,0.0,0.804,0.6105,0.2222,1.0,0.85,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2658,0.2059,0.4921,,
CAND_0094375,0.422485,0.4942,0.3684,0.4735,0.5,0.0585,0.502,0.0,0.0,1.0,0.7007,0.2222,1.0,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,52.1,0.99,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2166,0.0842,0.4694,,
CAND_0066653,0.42247,0.5026,0.339,0.57,0.5,0.0464,0.362,0.0,0.0,0.986,0.7007,0.2778,0.0,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2065,0.0833,0.4834,,
CAND_0053217,0.422455,0.4484,0.3559,0.5802,0.5,0.0,0.502,0.0,0.0,1.0,0.6614,0.3333,0.6667,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2276,0.0843,0.4572,,
CAND_0059302,0.422403,0.4839,0.3286,0.5506,0.5,0.0,0.362,0.084,0.0,0.93,0.6286,0.2778,1.0,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2558,0.1466,0.5152,,
CAND_0086886,0.42238,0.5124,0.3356,0.5688,0.5,0.0,0.362,0.0,0.0,1.0,0.7007,0.2778,0.6667,0.8625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2051,0.1006,0.486,,
CAND_0021873,0.422365,0.5353,0.3297,0.5598,0.5,0.0,0.362,0.0,0.0,0.986,0.7007,0.2778,0.5,0.7875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.231,0.1296,0.4875,,
CAND_0003024,0.422362,0.5114,0.3323,0.5001,0.5,0.0,0.362,0.0,0.0,1.0,0.6678,0.2778,0.0,0.8625,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2237,0.0955,0.4651,,
CAND_0094453,0.42234,0.5529,0.3481,0.4687,0.5,0.0635,0.362,0.0,0.0,0.986,0.707,0.3333,0.0,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2549,0.0822,0.4787,,
CAND_0056456,0.422309,0.468,0.3581,0.6321,0.5,0.0168,0.502,0.0,0.0,1.0,0.6126,0.2778,0.5,0.8625,0.0,0.0,0.97,0.3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2302,0.1457,0.4886,,
CAND_0045436,0.422305,0.5292,0.3314,0.4793,0.5,0.0483,0.362,0.0,0.0,0.916,0.707,0.2778,0.6667,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,64.6,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2296,0.1053,0.4976,,
CAND_0043791,0.422294,0.4952,0.3874,0.4883,0.5,0.0297,0.642,0.0,0.0,1.0,0.5865,0.2222,0.6667,0.8875,0.0,0.0,0.97,0.3,1.0,1.0,0.0,64.2,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2373,0.1751,0.4576,,
CAND_0049834,0.42229,0.5347,0.3399,0.5227,0.5,0.0156,0.502,0.0,0.0,1.0,0.6105,0.2222,0.0,0.5075,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2439,0.1168,0.4673,,
CAND_0000943,0.42229,0.5515,0.3411,0.4959,0.5,0.073,0.362,0.0,0.0,1.0,0.6286,0.2222,0.5,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,75.2,1.01,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2773,0.1265,0.5015,,
CAND_0051791,0.422285,0.5207,0.3332,0.5659,0.5,0.0,0.418,0.0,0.0,0.944,0.6678,0.3333,0.3333,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2282,0.0878,0.4555,,
CAND_0098921,0.42227,0.5195,0.3344,0.563,0.5,0.026,0.362,0.0,0.0,1.0,0.6678,0.3333,0.25,0.8,0.0,0.0,1.0,0.0,0.925,0.7,0.0,60.8,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2236,0.108,0.4955,,
CAND_0010505,0.422237,0.4724,0.3324,0.6648,0.5,0.0,0.362,0.0,0.0,1.0,0.6879,0.2778,0.6667,0.825,0.0,0.0,0.96,0.4,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.18,0.0991,0.4684,,
CAND_0017087,0.422207,0.4844,0.3641,0.4185,0.5,0.0383,0.502,0.0,0.0,0.986,0.6497,0.3889,1.0,0.8625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1911,0.112,0.4514,,
CAND_0052030,0.422203,0.5529,0.3985,0.5964,0.5,0.0977,0.2716,0.46,0.0,1.0,0.6064,0.1111,0.5,0.9,0.0,0.0,0.91,0.9,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4465,0.3046,0.6299,,
CAND_0089076,0.42218,0.4858,0.3289,0.6275,0.5,0.008,0.362,0.0,0.0,1.0,0.6678,0.3333,0.6667,0.7625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2318,0.0794,0.4546,,
CAND_0047081,0.422168,0.5456,0.339,0.6903,0.5,0.0,0.362,0.084,0.0,0.986,0.6486,0.2778,0.75,0.825,0.0,0.0,0.94,0.6,0.85,0.4,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.281,0.1325,0.4498,,
CAND_0016634,0.422155,0.5594,0.3286,0.5303,0.5,0.0191,0.362,0.0,0.0,0.944,0.7137,0.2778,0.5,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2464,0.1415,0.4743,,
CAND_0095286,0.42214,0.5544,0.3362,0.509,0.5,0.0,0.362,0.0,0.0,1.0,0.707,0.3333,0.5,0.8625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2509,0.122,0.5116,,
CAND_0072886,0.422125,0.5116,0.3458,0.5882,0.5,0.0266,0.502,0.0,0.0,0.944,0.6222,0.2778,0.25,0.725,0.0,0.0,0.98,0.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.257,0.1478,0.5055,,
CAND_0098682,0.422105,0.5375,0.3299,0.5544,0.5,0.0199,0.502,0.084,0.0,0.804,0.707,0.2222,0.3333,0.4325,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.7,0.95,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2621,0.1092,0.488,,
CAND_0074938,0.422095,0.5108,0.3343,0.5738,0.5,0.0,0.362,0.0,0.0,1.0,0.707,0.2222,1.0,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2371,0.1355,0.4906,,
CAND_0080315,0.422067,0.5746,0.3576,0.6814,0.5,0.1512,0.712,0.0,0.0,0.448,0.728,0.3889,0.0,0.9,0.0,0.0,0.91,0.9,0.95,0.8,0.0,83.3,1.03,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 0.0}",0.3814,0.2514,0.5615,,
CAND_0079404,0.42205,0.5165,0.3622,0.4636,0.5,0.0,0.502,0.0,0.0,1.0,0.6678,0.3333,0.3333,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2438,0.1094,0.4716,,
CAND_0094023,0.421982,0.4888,0.3782,0.7328,0.5,0.0549,0.1736,0.839,0.0,0.705,0.5654,0.3333,0.0,0.8875,0.0,0.0,0.8625,1.5,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.3375,0.1962,0.5121,,
CAND_0025356,0.421978,0.5421,0.3601,0.4941,0.5,0.0,0.502,0.0,0.0,1.0,0.691,0.2778,0.0,0.8125,0.0,0.0,0.98,0.2,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2711,0.1548,0.5263,,
CAND_0022651,0.421973,0.4959,0.3395,0.6356,0.5,0.0094,0.362,0.0,0.0,1.0,0.6518,0.3889,0.4,1.0,0.0,0.0,0.95,0.5,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2388,0.0828,0.4317,,
CAND_0088562,0.42197,0.511,0.3337,0.5749,0.5,0.0105,0.362,0.0,0.0,0.986,0.7007,0.3333,0.0,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2406,0.1353,0.4954,,
CAND_0039119,0.421931,0.5454,0.3571,0.5666,0.5,0.0,0.586,0.0,0.0,1.0,0.6454,0.3333,0.2,0.5075,0.0,0.0,0.93,0.7,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2552,0.1024,0.4754,,
CAND_0087361,0.421903,0.5275,0.3435,0.4346,0.5,0.0169,0.362,0.084,0.0,0.958,0.689,0.2778,0.3333,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2555,0.1,0.473,,
CAND_0039416,0.421898,0.5751,0.3312,0.4162,0.5,0.0239,0.362,0.0,0.0,0.986,0.6678,0.2778,0.3333,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2526,0.1196,0.5051,,
CAND_0003028,0.421885,0.5097,0.3362,0.5669,0.5,0.0,0.362,0.0,0.0,1.0,0.707,0.3333,0.3333,0.8625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.229,0.126,0.4698,,
CAND_0004258,0.421852,0.5121,0.33,0.5043,0.5,0.0,0.362,0.0,0.0,1.0,0.7137,0.2778,0.0,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2439,0.1497,0.4907,,
CAND_0030964,0.421849,0.483,0.3405,0.6149,0.5,0.0292,0.362,0.0,0.0,1.0,0.6598,0.3333,0.6667,0.925,0.0,0.0,0.99,0.1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1995,0.0929,0.4692,,
CAND_0028948,0.421821,0.5038,0.3301,0.5148,0.5,0.0339,0.362,0.0,0.0,0.944,0.6497,0.3889,0.5,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,28.3,0.95,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2029,0.107,0.4264,,
CAND_0041911,0.42182,0.5074,0.3346,0.5754,0.5,0.0591,0.362,0.0,0.0,1.0,0.6222,0.3333,1.0,0.7625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2346,0.0976,0.4927,,
CAND_0016008,0.42181,0.5334,0.3338,0.5436,0.5,0.0,0.502,0.0,0.0,0.874,0.6105,0.3333,0.6667,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2713,0.0986,0.452,,
CAND_0085326,0.421783,0.4877,0.3368,0.6252,0.5,0.06,0.502,0.0,0.0,0.916,0.5977,0.2778,0.6667,0.545,0.0,0.0,0.96,0.4,1.0,1.0,0.0,75.9,1.01,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2508,0.1441,0.4453,,
CAND_0059403,0.42178,0.5676,0.3323,0.5033,0.5,0.0183,0.418,0.0,0.0,0.986,0.6678,0.2778,0.5,0.6075,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2382,0.0799,0.4391,,
CAND_0002786,0.421753,0.5249,0.3299,0.6007,0.5,0.0,0.362,0.0,0.0,1.0,0.6497,0.2778,1.0,0.85,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.243,0.1368,0.4678,,
CAND_0039117,0.42175,0.5099,0.3298,0.5892,0.5,0.0353,0.362,0.0,0.0,0.944,0.6745,0.2778,0.3333,0.825,0.0,0.0,1.0,0.0,0.9,0.6,0.0,37.8,0.95,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2354,0.0896,0.4449,,
CAND_0042715,0.421715,0.4901,0.3395,0.5798,0.5,0.0455,0.362,0.0,0.0,1.0,0.6678,0.3333,0.0,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,41.9,0.97,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2224,0.0853,0.4661,,
CAND_0014290,0.421694,0.5688,0.3335,0.5585,0.5,0.0097,0.362,0.0,0.0,1.0,0.667,0.3333,0.0,0.85,0.0,0.0,0.95,0.5,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2449,0.0985,0.4899,,
CAND_0057928,0.421685,0.4864,0.3436,0.5695,0.5,0.0349,0.418,0.0,0.0,1.0,0.6678,0.3333,0.0,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2095,0.0803,0.4789,,
CAND_0066097,0.42168,0.5698,0.3305,0.5063,0.5,0.0,0.362,0.0,0.0,0.916,0.707,0.3333,0.3333,1.0,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2525,0.0922,0.4935,,
